transaction_id,date,description,category,amount_lkr,transaction_type,notes
TXN0464,2026-06-25,Courier — Document Delivery,Logistics,-1470.93,Debit,Petty cash expense
TXN0479,2026-06-25,Freelancer Payment — Ravindu Silva,Freelancer Fees,-110310.38,Debit,Contract work — Ravindu Silva
TXN0497,2026-06-25,Fuel — Company Vehicle,Transport,-7420.35,Debit,Company vehicle fuel top-up
TXN0504,2026-06-25,Keells Super — Office Pantry,Petty Cash,-6924.05,Debit,Vendor invoice payment
TXN0468,2026-06-26,Printer Ink & Paper Restock,Office Supplies,-3787.87,Debit,Petty cash expense
TXN0499,2026-06-26,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-17182.88,Debit,Vendor invoice payment
TXN0431,2026-06-27,Invoice Payment — John Keells Holdings,Sales Revenue,628040.74,Credit,Project milestone payment from John Keells Holdings
TXN0491,2026-06-27,Insurance Claim Reimbursement,Insurance,17074.39,Credit,Miscellaneous income
TXN0503,2026-06-27,Dialog — Mobile Bills (Staff),Telephone,-24636.5,Debit,Vendor invoice payment
TXN0466,2026-06-28,Grab / PickMe — Staff Transport,Transport,-4475.0,Debit,Petty cash expense
TXN0455,2026-06-29,Staff Overtime Meal Allowance,Meals & Entertainment,-3895.61,Debit,Petty cash expense
TXN0458,2026-06-29,Courier — Document Delivery,Logistics,-1148.42,Debit,Petty cash expense
TXN0470,2026-06-29,Team Lunch — Client Meeting,Meals & Entertainment,-4495.93,Debit,Petty cash expense
TXN0450,2026-06-30,Parking Fee — Colombo Office,Transport,-752.8,Debit,Petty cash expense
TXN0472,2026-06-30,Staff Overtime Meal Allowance,Meals & Entertainment,-2661.37,Debit,Petty cash expense
TXN0511,2026-07-01,"Office Rent — Colombo 3, Level 4",Rent,-119222.9,Debit,Monthly office lease payment
TXN0538,2026-07-01,Staff Overtime Meal Allowance,Meals & Entertainment,-5222.79,Debit,Petty cash expense
TXN0557,2026-07-01,Monthly Retainer — Dialog Axiata PLC,Retainer Fee,52718.63,Credit,Fixed monthly support retainer from Dialog Axiata PLC
TXN0558,2026-07-01,Monthly Retainer — Sampath Bank,Retainer Fee,120216.63,Credit,Fixed monthly support retainer from Sampath Bank
TXN0559,2026-07-01,Monthly Retainer — MAS Holdings,Retainer Fee,97570.24,Credit,Fixed monthly support retainer from MAS Holdings
TXN0560,2026-07-01,Monthly Retainer — SLT-Mobitel,Retainer Fee,101847.53,Credit,Fixed monthly support retainer from SLT-Mobitel
TXN0525,2026-07-02,Parking Fee — Colombo Office,Transport,-483.43,Debit,Petty cash expense
TXN0541,2026-07-02,Printer Ink & Paper Restock,Office Supplies,-6370.85,Debit,Petty cash expense
TXN0523,2026-07-03,Photocopy & Binding — Reports,Office Supplies,-1652.52,Debit,Petty cash expense
TXN0531,2026-07-03,Grab / PickMe — Staff Transport,Transport,-1236.14,Debit,Petty cash expense
TXN0568,2026-07-03,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-17517.0,Debit,Petty cash fund replenishment
TXN0575,2026-07-03,Fuel — Company Vehicle,Transport,-11614.31,Debit,Company vehicle fuel top-up
TXN0517,2026-07-04,Team Lunch — Client Meeting,Meals & Entertainment,-6644.78,Debit,Petty cash expense
TXN0516,2026-07-05,Bank of Ceylon — Business Loan EMI,Loan Repayment,-75000,Debit,Monthly EMI for LKR 3.6M business loan
TXN0579,2026-07-05,Fuel — Company Vehicle,Transport,-9448.74,Debit,Company vehicle fuel top-up
TXN0519,2026-07-06,Staff Overtime Meal Allowance,Meals & Entertainment,-5223.32,Debit,Petty cash expense
TXN0573,2026-07-06,Fuel — Company Vehicle,Transport,-11781.07,Debit,Company vehicle fuel top-up
TXN0563,2026-07-07,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-10712.04,Debit,Petty cash fund replenishment
TXN0566,2026-07-07,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-19060.09,Debit,Petty cash fund replenishment
TXN0571,2026-07-07,Ceylinco Insurance — Business Property & Liability,Insurance,-39703.91,Debit,Quarterly business insurance premium
TXN0515,2026-07-08,Lanka Advertising Agency — Digital Campaign,Marketing,-67025.14,Debit,Online ads & social media campaign — month 7
TXN0529,2026-07-08,Photocopy & Binding — Reports,Office Supplies,-1847.47,Debit,Petty cash expense
TXN0547,2026-07-08,Staff Overtime Meal Allowance,Meals & Entertainment,-4499.17,Debit,Petty cash expense
TXN0564,2026-07-08,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-23099.3,Debit,Petty cash fund replenishment
TXN0565,2026-07-08,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-24875.97,Debit,Petty cash fund replenishment
TXN0512,2026-07-10,Lanka Electricity Board — Office Bill,Electricity Bill,-40408.71,Debit,Monthly electricity consumption
TXN0518,2026-07-10,Team Lunch — Client Meeting,Meals & Entertainment,-11833.84,Debit,Petty cash expense
TXN0535,2026-07-10,Staff Overtime Meal Allowance,Meals & Entertainment,-1952.81,Debit,Petty cash expense
TXN0508,2026-07-11,Invoice Payment — Aitken Spence,Sales Revenue,347560.66,Credit,Project milestone payment from Aitken Spence
TXN0555,2026-07-11,Freelancer Payment — Malith De Silva,Freelancer Fees,-36543.68,Debit,Contract work — Malith De Silva
TXN0507,2026-07-12,Invoice Payment — Dialog Axiata PLC,Sales Revenue,472849.12,Credit,Project milestone payment from Dialog Axiata PLC
TXN0513,2026-07-12,SLT Fiber — Office Broadband (1Gbps),Internet Bill,-8982.12,Debit,Monthly ISP subscription
TXN0530,2026-07-12,Grab / PickMe — Staff Transport,Transport,-2104.34,Debit,Petty cash expense
TXN0532,2026-07-13,Tea/Coffee & Office Refreshments,Petty Cash,-1260.14,Debit,Petty cash expense
TXN0577,2026-07-13,Fuel — Company Vehicle,Transport,-4787.26,Debit,Company vehicle fuel top-up
TXN0581,2026-07-13,Fuel — Company Vehicle,Transport,-4265.59,Debit,Company vehicle fuel top-up
TXN0527,2026-07-14,Photocopy & Binding — Reports,Office Supplies,-2180.89,Debit,Petty cash expense
TXN0546,2026-07-14,Courier — Document Delivery,Logistics,-757.49,Debit,Petty cash expense
TXN0552,2026-07-15,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-79287.76,Debit,Contract work — Tharushi Jayasinghe
TXN0561,2026-07-15,Sampath Bank — Monthly Account Maintenance,Bank Charges,-1504.35,Debit,Monthly bank service charge
TXN0570,2026-07-15,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-13886.56,Debit,Petty cash fund replenishment
TXN0582,2026-07-15,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-45483.47,Debit,Vendor invoice payment
TXN0506,2026-07-16,Invoice Payment — Softlogic Holdings,Sales Revenue,571800.83,Credit,Project milestone payment from Softlogic Holdings
TXN0520,2026-07-16,Courier — Document Delivery,Logistics,-676.72,Debit,Petty cash expense
TXN0569,2026-07-16,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-23330.03,Debit,Petty cash fund replenishment
TXN0549,2026-07-17,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-108792.86,Debit,Contract work — Shanuki Rathnayake
TXN0585,2026-07-17,Printcare PLC — Stationery Order,Office Supplies,-22906.09,Debit,Vendor invoice payment
TXN0514,2026-07-18,CloudHosting.lk — Server & Hosting,Cloud & Software,-57826.21,Debit,Monthly cloud infrastructure
TXN0539,2026-07-18,Photocopy & Binding — Reports,Office Supplies,-1588.27,Debit,Petty cash expense
TXN0562,2026-07-18,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-18182.21,Debit,Petty cash fund replenishment
TXN0522,2026-07-19,Parking Fee — Colombo Office,Transport,-528.78,Debit,Petty cash expense
TXN0537,2026-07-19,Photocopy & Binding — Reports,Office Supplies,-1419.98,Debit,Petty cash expense
TXN0580,2026-07-19,Fuel — Company Vehicle,Transport,-7469.35,Debit,Company vehicle fuel top-up
TXN0509,2026-07-20,Invoice Payment — Local Startup A,Sales Revenue,646466.61,Credit,Project milestone payment from Local Startup A
TXN0526,2026-07-20,Parking Fee — Colombo Office,Transport,-344.38,Debit,Petty cash expense
TXN0540,2026-07-20,Grab / PickMe — Staff Transport,Transport,-4287.11,Debit,Petty cash expense
TXN0556,2026-07-20,Freelancer Payment — Nimali Fernando,Freelancer Fees,-101739.1,Debit,Contract work — Nimali Fernando
TXN0554,2026-07-21,Freelancer Payment — Nimali Fernando,Freelancer Fees,-54916.98,Debit,Contract work — Nimali Fernando
TXN0567,2026-07-21,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-11122.75,Debit,Petty cash fund replenishment
TXN0521,2026-07-22,Tea/Coffee & Office Refreshments,Petty Cash,-885.08,Debit,Petty cash expense
TXN0550,2026-07-22,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-113392.95,Debit,Contract work — Shanuki Rathnayake
TXN0551,2026-07-22,Freelancer Payment — Nimali Fernando,Freelancer Fees,-116052.63,Debit,Contract work — Nimali Fernando
TXN0583,2026-07-22,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-30914.01,Debit,Vendor invoice payment
TXN0584,2026-07-23,Printcare PLC — Stationery Order,Office Supplies,-14115.14,Debit,Vendor invoice payment
TXN0545,2026-07-24,Parking Fee — Colombo Office,Transport,-656.48,Debit,Petty cash expense
TXN0576,2026-07-24,Fuel — Company Vehicle,Transport,-8983.16,Debit,Company vehicle fuel top-up
TXN0505,2026-07-25,Invoice Payment — Hatton National Bank,Sales Revenue,330031.83,Credit,Project milestone payment from Hatton National Bank
TXN0510,2026-07-25,Staff Salaries — 12 Employees,Salaries,-1002355.84,Debit,Monthly payroll run
TXN0534,2026-07-25,Courier — Document Delivery,Logistics,-443.14,Debit,Petty cash expense
TXN0553,2026-07-25,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-113857.44,Debit,Contract work — Shanuki Rathnayake
TXN0524,2026-07-26,Grab / PickMe — Staff Transport,Transport,-4133.91,Debit,Petty cash expense
TXN0533,2026-07-26,Grab / PickMe — Staff Transport,Transport,-3151.09,Debit,Petty cash expense
TXN0572,2026-07-28,Fuel — Company Vehicle,Transport,-8464.09,Debit,Company vehicle fuel top-up
TXN0578,2026-07-28,Fuel — Company Vehicle,Transport,-9676.06,Debit,Company vehicle fuel top-up
TXN0528,2026-07-29,Courier — Document Delivery,Logistics,-1431.64,Debit,Petty cash expense
TXN0543,2026-07-29,Tea/Coffee & Office Refreshments,Petty Cash,-928.22,Debit,Petty cash expense
TXN0548,2026-07-29,Grab / PickMe — Staff Transport,Transport,-4702.66,Debit,Petty cash expense
TXN0536,2026-07-30,Staff Overtime Meal Allowance,Meals & Entertainment,-3217.55,Debit,Petty cash expense
TXN0544,2026-07-30,Team Lunch — Client Meeting,Meals & Entertainment,-8099.59,Debit,Petty cash expense
TXN0574,2026-07-30,Fuel — Company Vehicle,Transport,-7490.75,Debit,Company vehicle fuel top-up
TXN0542,2026-07-31,Staff Overtime Meal Allowance,Meals & Entertainment,-3818.18,Debit,Petty cash expense
TXN0592,2026-08-01,"Office Rent — Colombo 3, Level 4",Rent,-120474.98,Debit,Monthly office lease payment
TXN0632,2026-08-01,Grab / PickMe — Staff Transport,Transport,-4185.99,Debit,Petty cash expense
TXN0645,2026-08-01,Monthly Retainer — Dialog Axiata PLC,Retainer Fee,71767.07,Credit,Fixed monthly support retainer from Dialog Axiata PLC
TXN0646,2026-08-01,Monthly Retainer — Sampath Bank,Retainer Fee,149203.9,Credit,Fixed monthly support retainer from Sampath Bank
TXN0647,2026-08-01,Monthly Retainer — MAS Holdings,Retainer Fee,149148.6,Credit,Fixed monthly support retainer from MAS Holdings
TXN0648,2026-08-01,Monthly Retainer — SLT-Mobitel,Retainer Fee,61154.87,Credit,Fixed monthly support retainer from SLT-Mobitel
TXN0653,2026-08-01,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-20572.8,Debit,Petty cash fund replenishment
TXN0659,2026-08-01,Fuel — Company Vehicle,Transport,-7719.15,Debit,Company vehicle fuel top-up
TXN0609,2026-08-02,Courier — Document Delivery,Logistics,-604.48,Debit,Petty cash expense
TXN0636,2026-08-02,Printer Ink & Paper Restock,Office Supplies,-6798.2,Debit,Petty cash expense
TXN0611,2026-08-03,Parking Fee — Colombo Office,Transport,-436.31,Debit,Petty cash expense
TXN0625,2026-08-03,Grab / PickMe — Staff Transport,Transport,-1093.03,Debit,Petty cash expense
TXN0619,2026-08-04,Staff Overtime Meal Allowance,Meals & Entertainment,-5996.41,Debit,Petty cash expense
TXN0656,2026-08-04,Fuel — Company Vehicle,Transport,-4693.65,Debit,Company vehicle fuel top-up
TXN0589,2026-08-05,Invoice Payment — MAS Holdings,Sales Revenue,696932.62,Credit,Project milestone payment from MAS Holdings
TXN0597,2026-08-05,Bank of Ceylon — Business Loan EMI,Loan Repayment,-75000,Debit,Monthly EMI for LKR 3.6M business loan
TXN0615,2026-08-05,Staff Overtime Meal Allowance,Meals & Entertainment,-4389.73,Debit,Petty cash expense
TXN0629,2026-08-05,Photocopy & Binding — Reports,Office Supplies,-599.8,Debit,Petty cash expense
TXN0614,2026-08-06,Photocopy & Binding — Reports,Office Supplies,-1749.96,Debit,Petty cash expense
TXN0616,2026-08-06,Grab / PickMe — Staff Transport,Transport,-2686.16,Debit,Petty cash expense
TXN0627,2026-08-06,Team Lunch — Client Meeting,Meals & Entertainment,-7627.53,Debit,Petty cash expense
TXN0605,2026-08-07,Parking Fee — Colombo Office,Transport,-489.56,Debit,Petty cash expense
TXN0631,2026-08-08,Grab / PickMe — Staff Transport,Transport,-3634.29,Debit,Petty cash expense
TXN0596,2026-08-09,Lanka Advertising Agency — Digital Campaign,Marketing,-52744.89,Debit,Online ads & social media campaign — month 8
TXN0601,2026-08-09,Printer Ink & Paper Restock,Office Supplies,-5468.17,Debit,Petty cash expense
TXN0593,2026-08-10,Lanka Electricity Board — Office Bill,Electricity Bill,-30317.05,Debit,Monthly electricity consumption
TXN0608,2026-08-10,Staff Overtime Meal Allowance,Meals & Entertainment,-1955.26,Debit,Petty cash expense
TXN0610,2026-08-10,Printer Ink & Paper Restock,Office Supplies,-6173.57,Debit,Petty cash expense
TXN0640,2026-08-10,Freelancer Payment — Ravindu Silva,Freelancer Fees,-84432.9,Debit,Contract work — Ravindu Silva
TXN0664,2026-08-10,Fuel — Company Vehicle,Transport,-8314.54,Debit,Company vehicle fuel top-up
TXN0672,2026-08-10,DIMO — Vehicle Service,Transport,-34136.24,Debit,Vendor invoice payment
TXN0590,2026-08-11,Invoice Payment — Aitken Spence,Sales Revenue,621832.78,Credit,Project milestone payment from Aitken Spence
TXN0633,2026-08-11,Photocopy & Binding — Reports,Office Supplies,-1885.84,Debit,Petty cash expense
TXN0652,2026-08-11,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-10276.38,Debit,Petty cash fund replenishment
TXN0654,2026-08-11,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-6697.67,Debit,Petty cash fund replenishment
TXN0588,2026-08-12,Invoice Payment — Ceylon Cold Stores,Sales Revenue,742789.56,Credit,Project milestone payment from Ceylon Cold Stores
TXN0594,2026-08-12,SLT Fiber — Office Broadband (1Gbps),Internet Bill,-9928.06,Debit,Monthly ISP subscription
TXN0655,2026-08-12,Fuel — Company Vehicle,Transport,-3424.92,Debit,Company vehicle fuel top-up
TXN0665,2026-08-13,Fuel — Company Vehicle,Transport,-11393.39,Debit,Company vehicle fuel top-up
TXN0602,2026-08-14,Team Lunch — Client Meeting,Meals & Entertainment,-8061.9,Debit,Petty cash expense
TXN0660,2026-08-14,Fuel — Company Vehicle,Transport,-5103.27,Debit,Company vehicle fuel top-up
TXN0587,2026-08-15,Invoice Payment — Access Engineering,Sales Revenue,701814.64,Credit,Project milestone payment from Access Engineering
TXN0595,2026-08-15,CloudHosting.lk — Server & Hosting,Cloud & Software,-41172.19,Debit,Monthly cloud infrastructure
TXN0599,2026-08-15,Printer Ink & Paper Restock,Office Supplies,-6556.38,Debit,Petty cash expense
TXN0600,2026-08-15,Tea/Coffee & Office Refreshments,Petty Cash,-721.49,Debit,Petty cash expense
TXN0606,2026-08-15,Photocopy & Binding — Reports,Office Supplies,-1634.13,Debit,Petty cash expense
TXN0667,2026-08-15,Dialog — Mobile Bills (Staff),Telephone,-17873.53,Debit,Vendor invoice payment
TXN0623,2026-08-16,Printer Ink & Paper Restock,Office Supplies,-2582.22,Debit,Petty cash expense
TXN0641,2026-08-16,Freelancer Payment — Kasun Perera,Freelancer Fees,-112501.48,Debit,Contract work — Kasun Perera
TXN0586,2026-08-17,Invoice Payment — Hatton National Bank,Sales Revenue,437527.37,Credit,Project milestone payment from Hatton National Bank
TXN0604,2026-08-17,Tea/Coffee & Office Refreshments,Petty Cash,-1262.95,Debit,Petty cash expense
TXN0622,2026-08-17,Printer Ink & Paper Restock,Office Supplies,-7190.6,Debit,Petty cash expense
TXN0639,2026-08-17,Freelancer Payment — Shanuki Rathnayake,Freelancer Fees,-39444.33,Debit,Contract work — Shanuki Rathnayake
TXN0642,2026-08-17,Freelancer Payment — Ravindu Silva,Freelancer Fees,-51112.2,Debit,Contract work — Ravindu Silva
TXN0651,2026-08-17,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-17618.2,Debit,Petty cash fund replenishment
TXN0669,2026-08-17,DIMO — Vehicle Service,Transport,-24741.01,Debit,Vendor invoice payment
TXN0624,2026-08-19,Photocopy & Binding — Reports,Office Supplies,-1788.01,Debit,Petty cash expense
TXN0662,2026-08-19,Fuel — Company Vehicle,Transport,-5920.77,Debit,Company vehicle fuel top-up
TXN0620,2026-08-20,Tea/Coffee & Office Refreshments,Petty Cash,-914.4,Debit,Petty cash expense
TXN0671,2026-08-20,Dialog — Mobile Bills (Staff),Telephone,-19926.06,Debit,Vendor invoice payment
TXN0618,2026-08-21,Staff Overtime Meal Allowance,Meals & Entertainment,-4818.09,Debit,Petty cash expense
TXN0658,2026-08-21,Fuel — Company Vehicle,Transport,-4968.1,Debit,Company vehicle fuel top-up
TXN0598,2026-08-22,Sampath Bank — Fixed Deposit Maturity,Investment Return,480000,Credit,12-month FD matured with 10.5% interest
TXN0621,2026-08-22,Parking Fee — Colombo Office,Transport,-694.74,Debit,Petty cash expense
TXN0634,2026-08-22,Grab / PickMe — Staff Transport,Transport,-4106.33,Debit,Petty cash expense
TXN0666,2026-08-22,Keells Super — Office Pantry,Petty Cash,-14664.44,Debit,Vendor invoice payment
TXN0635,2026-08-23,Staff Overtime Meal Allowance,Meals & Entertainment,-1843.01,Debit,Petty cash expense
TXN0657,2026-08-23,Fuel — Company Vehicle,Transport,-5390.65,Debit,Company vehicle fuel top-up
TXN0670,2026-08-23,Abans PLC — IT Equipment Maintenance,Equipment Maintenance,-15980.84,Debit,Vendor invoice payment
TXN0643,2026-08-24,Freelancer Payment — Nimali Fernando,Freelancer Fees,-37552.4,Debit,Contract work — Nimali Fernando
TXN0644,2026-08-24,Freelancer Payment — Malith De Silva,Freelancer Fees,-83300.32,Debit,Contract work — Malith De Silva
TXN0591,2026-08-25,Staff Salaries — 12 Employees,Salaries,-1044417.74,Debit,Monthly payroll run
TXN0626,2026-08-25,Printer Ink & Paper Restock,Office Supplies,-7734.47,Debit,Petty cash expense
TXN0663,2026-08-25,Fuel — Company Vehicle,Transport,-4430.22,Debit,Company vehicle fuel top-up
TXN0630,2026-08-26,Tea/Coffee & Office Refreshments,Petty Cash,-1055.1,Debit,Petty cash expense
TXN0668,2026-08-26,Dialog — Mobile Bills (Staff),Telephone,-15284.16,Debit,Vendor invoice payment
TXN0628,2026-08-27,Staff Overtime Meal Allowance,Meals & Entertainment,-2222.57,Debit,Petty cash expense
TXN0637,2026-08-27,Freelancer Payment — Ravindu Silva,Freelancer Fees,-102685.63,Debit,Contract work — Ravindu Silva
TXN0638,2026-08-27,Freelancer Payment — Malith De Silva,Freelancer Fees,-101299.6,Debit,Contract work — Malith De Silva
TXN0661,2026-08-27,Fuel — Company Vehicle,Transport,-3915.12,Debit,Company vehicle fuel top-up
TXN0607,2026-08-28,Courier — Document Delivery,Logistics,-649.31,Debit,Petty cash expense
TXN0613,2026-08-28,Printer Ink & Paper Restock,Office Supplies,-2750.01,Debit,Petty cash expense
TXN0649,2026-08-28,Sampath Bank — Monthly Account Maintenance,Bank Charges,-1486.74,Debit,Monthly bank service charge
TXN0612,2026-08-30,Parking Fee — Colombo Office,Transport,-483.78,Debit,Petty cash expense
TXN0617,2026-08-30,Courier — Document Delivery,Logistics,-415.83,Debit,Petty cash expense
TXN0603,2026-08-31,Courier — Document Delivery,Logistics,-1263.21,Debit,Petty cash expense
TXN0650,2026-08-31,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-16925.72,Debit,Petty cash fund replenishment
TXN0678,2026-09-01,"Office Rent — Colombo 3, Level 4",Rent,-117907.94,Debit,Monthly office lease payment
TXN0695,2026-09-01,Courier — Document Delivery,Logistics,-448.85,Debit,Petty cash expense
TXN0700,2026-09-01,Grab / PickMe — Staff Transport,Transport,-1262.83,Debit,Petty cash expense
TXN0726,2026-09-01,Monthly Retainer — Dialog Axiata PLC,Retainer Fee,95767.84,Credit,Fixed monthly support retainer from Dialog Axiata PLC
TXN0727,2026-09-01,Monthly Retainer — Sampath Bank,Retainer Fee,133355.0,Credit,Fixed monthly support retainer from Sampath Bank
TXN0728,2026-09-01,Monthly Retainer — MAS Holdings,Retainer Fee,99249.98,Credit,Fixed monthly support retainer from MAS Holdings
TXN0729,2026-09-01,Monthly Retainer — SLT-Mobitel,Retainer Fee,127134.81,Credit,Fixed monthly support retainer from SLT-Mobitel
TXN0734,2026-09-01,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-7866.57,Debit,Petty cash fund replenishment
TXN0735,2026-09-01,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-10683.71,Debit,Petty cash fund replenishment
TXN0737,2026-09-01,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-12586.73,Debit,Petty cash fund replenishment
TXN0740,2026-09-01,Fuel — Company Vehicle,Transport,-3712.58,Debit,Company vehicle fuel top-up
TXN0696,2026-09-03,Grab / PickMe — Staff Transport,Transport,-4255.88,Debit,Petty cash expense
TXN0747,2026-09-03,Fuel — Company Vehicle,Transport,-11861.3,Debit,Company vehicle fuel top-up
TXN0697,2026-09-04,Staff Overtime Meal Allowance,Meals & Entertainment,-3024.76,Debit,Petty cash expense
TXN0683,2026-09-05,Bank of Ceylon — Business Loan EMI,Loan Repayment,-75000,Debit,Monthly EMI for LKR 3.6M business loan
TXN0746,2026-09-06,Fuel — Company Vehicle,Transport,-5379.66,Debit,Company vehicle fuel top-up
TXN0686,2026-09-07,Parking Fee — Colombo Office,Transport,-692.03,Debit,Petty cash expense
TXN0743,2026-09-08,Fuel — Company Vehicle,Transport,-7239.29,Debit,Company vehicle fuel top-up
TXN0694,2026-09-09,Tea/Coffee & Office Refreshments,Petty Cash,-2786.37,Debit,Petty cash expense
TXN0708,2026-09-09,Courier — Document Delivery,Logistics,-657.55,Debit,Petty cash expense
TXN0716,2026-09-09,Tea/Coffee & Office Refreshments,Petty Cash,-2980.08,Debit,Petty cash expense
TXN0679,2026-09-10,Lanka Electricity Board — Office Bill,Electricity Bill,-43665.13,Debit,Monthly electricity consumption
TXN0690,2026-09-10,Parking Fee — Colombo Office,Transport,-231.32,Debit,Petty cash expense
TXN0750,2026-09-10,Keells Super — Office Pantry,Petty Cash,-13812.93,Debit,Vendor invoice payment
TXN0684,2026-09-11,Staff Overtime Meal Allowance,Meals & Entertainment,-3138.43,Debit,Petty cash expense
TXN0699,2026-09-11,Printer Ink & Paper Restock,Office Supplies,-2395.76,Debit,Petty cash expense
TXN0719,2026-09-11,Freelancer Payment — Kasun Perera,Freelancer Fees,-56849.71,Debit,Contract work — Kasun Perera
TXN0736,2026-09-11,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-23352.73,Debit,Petty cash fund replenishment
TXN0673,2026-09-12,Invoice Payment — Expolanka Holdings,Sales Revenue,205188.66,Credit,Project milestone payment from Expolanka Holdings
TXN0680,2026-09-12,SLT Fiber — Office Broadband (1Gbps),Internet Bill,-10075.88,Debit,Monthly ISP subscription
TXN0689,2026-09-13,Grab / PickMe — Staff Transport,Transport,-2710.13,Debit,Petty cash expense
TXN0702,2026-09-13,Photocopy & Binding — Reports,Office Supplies,-650.42,Debit,Petty cash expense
TXN0676,2026-09-14,Invoice Payment — Sampath Bank,Sales Revenue,346917.03,Credit,Project milestone payment from Sampath Bank
TXN0712,2026-09-14,Printer Ink & Paper Restock,Office Supplies,-2713.17,Debit,Petty cash expense
TXN0701,2026-09-15,Grab / PickMe — Staff Transport,Transport,-1207.86,Debit,Petty cash expense
TXN0714,2026-09-15,Staff Overtime Meal Allowance,Meals & Entertainment,-2112.35,Debit,Petty cash expense
TXN0720,2026-09-15,Freelancer Payment — Kasun Perera,Freelancer Fees,-28931.72,Debit,Contract work — Kasun Perera
TXN0681,2026-09-16,CloudHosting.lk — Server & Hosting,Cloud & Software,-69155.54,Debit,Monthly cloud infrastructure
TXN0742,2026-09-16,Fuel — Company Vehicle,Transport,-3134.54,Debit,Company vehicle fuel top-up
TXN0706,2026-09-17,Photocopy & Binding — Reports,Office Supplies,-991.47,Debit,Petty cash expense
TXN0707,2026-09-17,Photocopy & Binding — Reports,Office Supplies,-595.69,Debit,Petty cash expense
TXN0722,2026-09-17,Freelancer Payment — Ravindu Silva,Freelancer Fees,-89752.77,Debit,Contract work — Ravindu Silva
TXN0730,2026-09-17,Sampath Bank — Monthly Account Maintenance,Bank Charges,-679.14,Debit,Monthly bank service charge
TXN0687,2026-09-18,Tea/Coffee & Office Refreshments,Petty Cash,-775.11,Debit,Petty cash expense
TXN0693,2026-09-18,Tea/Coffee & Office Refreshments,Petty Cash,-2045.58,Debit,Petty cash expense
TXN0718,2026-09-19,Staff Overtime Meal Allowance,Meals & Entertainment,-2721.52,Debit,Petty cash expense
TXN0675,2026-09-20,Invoice Payment — John Keells Holdings,Sales Revenue,630431.54,Credit,Project milestone payment from John Keells Holdings
TXN0682,2026-09-20,Inland Revenue — Quarterly Tax Payment Q3,Tax,-171117.86,Debit,Corporate income tax installment
TXN0710,2026-09-20,Printer Ink & Paper Restock,Office Supplies,-2568.26,Debit,Petty cash expense
TXN0715,2026-09-20,Grab / PickMe — Staff Transport,Transport,-916.89,Debit,Petty cash expense
TXN0733,2026-09-20,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-9225.81,Debit,Petty cash fund replenishment
TXN0692,2026-09-21,Printer Ink & Paper Restock,Office Supplies,-7825.26,Debit,Petty cash expense
TXN0738,2026-09-21,ATM Withdrawal — Petty Cash Fund,Cash Withdrawal,-11138.67,Debit,Petty cash fund replenishment
TXN0751,2026-09-21,DIMO — Vehicle Service,Transport,-45319.01,Debit,Vendor invoice payment
TXN0724,2026-09-22,Freelancer Payment — Malith De Silva,Freelancer Fees,-82694.57,Debit,Contract work — Malith De Silva
TXN0725,2026-09-22,Freelancer Payment — Tharushi Jayasinghe,Freelancer Fees,-60070.33,Debit,Contract work — Tharushi Jayasinghe
TXN0691,2026-09-24,Parking Fee — Colombo Office,Transport,-725.81,Debit,Petty cash expense
TXN0717,2026-09-24,Parking Fee — Colombo Office,Transport,-703.65,Debit,Petty cash expense
TXN0744,2026-09-24,Fuel — Company Vehicle,Transport,-7200.81,Debit,Company vehicle fuel top-up
TXN0677,2026-09-25,Staff Salaries — 12 Employees,Salaries,-1045769.16,Debit,Monthly payroll run
TXN0709,2026-09-25,Team Lunch — Client Meeting,Meals & Entertainment,-11212.5,Debit,Petty cash expense
TXN0713,2026-09-25,Grab / PickMe — Staff Transport,Transport,-4555.39,Debit,Petty cash expense
